idiom,label,count
"push rbp  | * | mov al, dil ",xcode,1
"test eax, eax  | * | jmp $+5 ",xcode,1
jnz loc_100003CDE  | * | loc_100003B61:  ,xcode,1
jmp $+5  | * | jmp loc_100003B6B ,xcode,1
loc_100003B61:   | * | loc_100003B66:  ,xcode,1
jmp loc_100003B6B  | * | jmp loc_100003CC2 ,xcode,1
loc_100003B66:   | * | loc_100003B6B:  ,xcode,1
"jmp loc_100003CC2  | * | mov rax, [rbp+var_210] ",xcode,1
"loc_100003B6B:   | * | mov rcx, [rbp+var_208] ",xcode,1
"mov rcx, [rbp+var_208]  | * | mov [rbp+var_240], rax ",xcode,1
"mov [rbp+var_240], rax  | * | jle loc_100003C6E ",xcode,1
"jle loc_100003C6E  | * | mov rcx, [rbp+var_208] ",xcode,1
"mov rcx, [rbp+var_208]  | * | mov [rbp+var_160], rax ",xcode,1
"mov rdx, [rbp+var_240]  | * | mov [rbp+var_168], rcx ",xcode,1
"mov [rbp+var_160], rax  | * | mov [rbp+var_170], rdx ",xcode,1
"mov [rbp+var_168], rcx  | * | mov rax, [rbp+var_160] ",xcode,1
"mov [rbp+var_170], rdx  | * | mov rcx, [rax] ",xcode,1
"mov rax, [rbp+var_160]  | * | mov rcx, [rcx+60h] ",xcode,1
"mov rcx, [rax]  | * | mov rsi, [rbp+var_168] ",xcode,1
"mov rcx, [rcx+60h]  | * | mov rdx, [rbp+var_170] ",xcode,1
"mov rsi, [rbp+var_168]  | * | mov rdi, rax ",xcode,1
"mov rdx, [rbp+var_170]  | * | call rcx ",xcode,1
call rcx  | * | jz loc_100003C69 ,xcode,1
"cmp rax, [rbp+var_240]  | * | lea rax, [rbp+var_288] ",xcode,1
"jz loc_100003C69  | * | lea rcx, [rbp+var_198] ",xcode,1
"lea rax, [rbp+var_288]  | * | mov [rbp+var_188], rcx ",xcode,1
"lea rcx, [rbp+var_198]  | * | mov [rbp+var_190], 0FFFFFFFFFFFFFFFFh ",xcode,1
"mov [rbp+var_188], rcx  | * | mov rcx, [rbp+var_188] ",xcode,1
"mov [rbp+var_190], 0FFFFFFFFFFFFFFFFh  | * | mov rdx, [rbp+var_190] ",xcode,1
"mov rcx, [rbp+var_188]  | * | mov [rbp+var_178], rcx ",xcode,1
"mov rdx, [rbp+var_190]  | * | mov [rbp+var_180], rdx ",xcode,1
"mov [rbp+var_178], rcx  | * | mov rcx, [rbp+var_178] ",xcode,1
"mov [rbp+var_180], rdx  | * | mov qword ptr [rcx], 0 ",xcode,1
"mov rcx, [rbp+var_178]  | * | mov rcx, [rbp+var_198] ",xcode,1
"mov qword ptr [rcx], 0  | * | mov [rbp+var_288], rcx ",xcode,1
"mov rcx, [rbp+var_198]  | * | mov [rbp+var_1A0], rax ",xcode,1
"mov [rbp+var_288], rcx  | * | mov [rbp+var_1F8], 0 ",xcode,1
"mov [rbp+var_1A0], rax  | * | mov rax, [rbp+var_1F8] ",xcode,1
"mov [rbp+var_1F0], rax  | * | loc_100003C69:  ",xcode,1
loc_100003C69:   | * | loc_100003C6E:  ,xcode,1
"jmp $+5  | * | mov rax, [rbp+var_218] ",xcode,1
"loc_100003C6E:   | * | mov [rbp+var_1A8], rax ",xcode,1
"mov rax, [rbp+var_218]  | * | mov [rbp+var_1B0], 0 ",xcode,1
"mov [rbp+var_1A8], rax  | * | mov rax, [rbp+var_1A8] ",xcode,1
"mov [rbp+var_1B0], 0  | * | mov rcx, [rax+18h] ",xcode,1
"mov rax, [rbp+var_1A8]  | * | mov [rbp+var_1B8], rcx ",xcode,1
"mov rcx, [rax+18h]  | * | mov rcx, [rbp+var_1B0] ",xcode,1
"mov [rbp+var_1B8], rcx  | * | mov [rax+18h], rcx ",xcode,1
"mov rcx, [rbp+var_1B0]  | * | mov rax, [rbp+var_1F8] ",xcode,1
"mov [rax+18h], rcx  | * | mov [rbp+var_1F0], rax ",xcode,1
"mov rax, [rbp+var_1F8]  | * | loc_100003CB2:  ",xcode,1
"mov [rbp+var_1F0], rax  | * | mov rax, [rbp+var_1F0] ",xcode,1
"loc_100003CB2:   | * | add rsp, 2D0h ",xcode,1
"mov rax, [rbp+var_1F0]  | * | pop rbp ",xcode,1
pop rbp  | * | loc_100003CC2:  ,xcode,1
"retn  | * | mov rdi, [rbp+var_268] ",xcode,1
loc_100003CC2:   | * | call __Unwind_Resume ,xcode,1
"mov rdi, [rbp+var_268]  | * | mov ecx, edx ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_2CC], ecx ",xcode,1
"mov [rbp+var_2CC], ecx  | * | loc_100003CDE:  ",xcode,1
"call ___clang_call_terminate  | * | xchg ax, ax ",xcode,1
loc_100003CDE:   | * | __ZNSt3__116__pad_and_outputIcNS_11char_traitsIcEEEENS_19ostreambuf_iteratorIT_T0_EES6_PKS4_S8_S8_RNS_8ios_baseES4_ endp  ,xcode,1
"xchg ax, ax  | * | __ZNSt3__16vectorIiNS_9allocatorIiEEE21__push_back_slow_pathIKiEEvRT_ proc near ",xcode,1
var_150 = qword ptr -150h  | * | var_130 = byte ptr -130h ,data,1
var_148 = qword ptr -148h  | * | var_120 = qword ptr -120h ,data,1
var_130 = byte ptr -130h  | * | var_108 = qword ptr -108h ,data,1
var_120 = qword ptr -120h  | * | var_100 = qword ptr -100h ,data,1
var_88 = qword ptr -88h  | * | var_70 = qword ptr -70h ,data,1
var_80 = qword ptr -80h  | * | var_68 = qword ptr -68h ,data,1
var_70 = qword ptr -70h  | * | var_60 = byte ptr -60h ,data,1
var_60 = byte ptr -60h  | * | var_50 = qword ptr -50h ,data,1
"push rbp  | * | sub rsp, 170h ",xcode,1
"mov rbp, rsp  | * | mov [rbp+var_F8], rdi ",xcode,1
"sub rsp, 170h  | * | mov [rbp+var_100], rsi ",xcode,1
"mov [rbp+var_F8], rdi  | * | mov rsi, [rbp+var_F8] ",xcode,1
"mov [rbp+var_100], rsi  | * | mov rdi, rsi ",xcode,1
"mov rsi, [rbp+var_F8]  | * | mov [rbp+var_F0], rdi ",xcode,1
"mov rdi, rsi  | * | mov rdi, [rbp+var_F0] ",xcode,1
"mov [rbp+var_F0], rdi  | * | add rdi, 10h ",xcode,1
"mov rdi, [rbp+var_F0]  | * | mov [rbp+var_E8], rdi ",xcode,1
"add rdi, 10h  | * | mov rdi, [rbp+var_E8] ",xcode,1
"mov [rbp+var_E8], rdi  | * | mov [rbp+var_E0], rdi ",xcode,1
"mov rdi, [rbp+var_E8]  | * | mov rdi, [rbp+var_E0] ",xcode,1
"mov [rbp+var_E0], rdi  | * | mov [rbp+var_108], rdi ",xcode,1
"mov rdi, [rbp+var_E0]  | * | mov [rbp+var_D8], rsi ",xcode,1
"mov [rbp+var_108], rdi  | * | mov rdi, [rbp+var_D8] ",xcode,1
"mov [rbp+var_D8], rsi  | * | mov rax, [rdi+8] ",xcode,1
"mov rdi, [rbp+var_D8]  | * | mov rdi, [rdi] ",xcode,1
"mov rax, [rdi+8]  | * | sub rax, rdi ",xcode,1
"mov rdi, [rdi]  | * | sar rax, 2 ",xcode,1
"sub rax, rdi  | * | add rax, 1 ",xcode,1
"sar rax, 2  | * | mov [rbp+var_B0], rsi ",xcode,1
"add rax, 1  | * | mov [rbp+var_B8], rax ",xcode,1
"mov [rbp+var_B0], rsi  | * | mov rax, [rbp+var_B0] ",xcode,1
"mov [rbp+var_B8], rax  | * | mov rdi, rax ",xcode,1
"mov rax, [rbp+var_B0]  | * | mov [rbp+var_148], rsi ",xcode,1
"mov rdi, rax  | * | mov [rbp+var_150], rax ",xcode,1
"mov [rbp+var_148], rsi  | * | call j___ZNKSt3__16vectorIiNS_9allocatorIiEEE8max_sizeEv  ",xcode,1
"mov [rbp+var_150], rax  | * | mov [rbp+var_C0], rax ",xcode,1
"call j___ZNKSt3__16vectorIiNS_9allocatorIiEEE8max_sizeEv   | * | mov rax, [rbp+var_B8] ",xcode,1
"mov [rbp+var_C0], rax  | * | cmp rax, [rbp+var_C0] ",xcode,1
"mov rax, [rbp+var_B8]  | * | jbe loc_100003DB2 ",xcode,1
"cmp rax, [rbp+var_C0]  | * | mov rax, [rbp+var_150] ",xcode,1
"jbe loc_100003DB2  | * | mov rdi, rax ",xcode,1
"mov rax, [rbp+var_150]  | * | call __ZNKSt3__120__vector_base_commonILb1EE20__throw_length_errorEv  ",xcode,1
"mov rdi, rax  | * | loc_100003DB2:  ",xcode,1
"call __ZNKSt3__120__vector_base_commonILb1EE20__throw_length_errorEv   | * | mov rax, [rbp+var_150] ",xcode,1
"loc_100003DB2:   | * | mov [rbp+var_A0], rax ",xcode,1
"mov rax, [rbp+var_150]  | * | mov rcx, [rbp+var_A0] ",xcode,1
"mov rcx, [rbp+var_98]  | * | mov rdx, [rbp+var_90] ",xcode,1
"mov [rbp+var_90], rcx  | * | add rdx, 10h ",xcode,1
"mov rdx, [rbp+var_90]  | * | mov [rbp+var_88], rdx ",xcode,1
"add rdx, 10h  | * | mov rdx, [rbp+var_88] ",xcode,1
"mov [rbp+var_88], rdx  | * | mov [rbp+var_80], rdx ",xcode,1
"mov rdx, [rbp+var_88]  | * | mov rdx, [rbp+var_80] ",xcode,1
"mov [rbp+var_80], rdx  | * | mov rdx, [rdx] ",xcode,1
"mov rdx, [rbp+var_80]  | * | mov rcx, [rcx] ",xcode,1
"mov rdx, [rdx]  | * | sub rdx, rcx ",xcode,1
"mov rcx, [rcx]  | * | sar rdx, 2 ",xcode,2
"sub rdx, rcx  | * | mov [rbp+var_C8], rdx ",xcode,1
"sar rdx, 2  | * | mov rcx, [rbp+var_C8] ",xcode,1
"mov [rbp+var_C8], rdx  | * | mov rdx, [rbp+var_C0] ",xcode,1
"mov rcx, [rbp+var_C8]  | * | shr rdx, 1 ",xcode,1
"mov rdx, [rbp+var_C0]  | * | cmp rcx, rdx ",xcode,1
"shr rdx, 1  | * | jb loc_100003E42 ",xcode,1
"cmp rcx, rdx  | * | mov rax, [rbp+var_C0] ",xcode,1
"jb loc_100003E42  | * | mov [rbp+var_A8], rax ",xcode,1
"mov rax, [rbp+var_C0]  | * | jmp loc_100003ED2 ",xcode,1
"mov [rbp+var_A8], rax  | * | loc_100003E42:  ",xcode,1
"jmp loc_100003ED2  | * | lea rax, [rbp+var_60] ",xcode,1
"loc_100003E42:   | * | lea rcx, [rbp+var_B8] ",xcode,1
"lea rax, [rbp+var_60]  | * | lea rdx, [rbp+var_D0] ",xcode,1
"lea rcx, [rbp+var_B8]  | * | mov rsi, [rbp+var_C8] ",xcode,1
"lea rdx, [rbp+var_D0]  | * | shl rsi, 1 ",xcode,1
"mov rsi, [rbp+var_C8]  | * | mov [rbp+var_D0], rsi ",xcode,1
"shl rsi, 1  | * | mov [rbp+var_68], rdx ",xcode,1
"mov [rbp+var_D0], rsi  | * | mov [rbp+var_70], rcx ",xcode,1
"mov [rbp+var_68], rdx  | * | mov rcx, [rbp+var_68] ",xcode,1
"mov [rbp+var_70], rcx  | * | mov rdx, [rbp+var_70] ",xcode,1
"mov rcx, [rbp+var_68]  | * | mov [rbp+var_50], rcx ",xcode,1
"mov rdx, [rbp+var_70]  | * | mov [rbp+var_58], rdx ",xcode,1
"mov [rbp+var_50], rcx  | * | mov rcx, [rbp+var_50] ",xcode,1
"mov [rbp+var_58], rdx  | * | mov rdx, [rbp+var_58] ",xcode,1
"mov rcx, [rbp+var_50]  | * | mov [rbp+var_38], rax ",xcode,1
"mov rdx, [rbp+var_58]  | * | mov [rbp+var_40], rcx ",xcode,1
"mov [rbp+var_38], rax  | * | mov [rbp+var_48], rdx ",xcode,1
"mov [rbp+var_40], rcx  | * | mov rax, [rbp+var_40] ",xcode,1
"mov [rbp+var_48], rdx  | * | mov rax, [rax] ",xcode,1
"mov rax, [rbp+var_40]  | * | mov rcx, [rbp+var_48] ",xcode,1
"mov rax, [rax]  | * | cmp rax, [rcx] ",xcode,2
"mov rcx, [rbp+var_48]  | * | jnb loc_100003EB6 ",xcode,1
"cmp rax, [rcx]  | * | mov rax, [rbp+var_58] ",xcode,1
"jnb loc_100003EB6  | * | mov [rbp+var_158], rax ",xcode,1
"mov rax, [rbp+var_58]  | * | jmp loc_100003EC1 ",xcode,1
"mov [rbp+var_158], rax  | * | loc_100003EB6:  ",xcode,1
"jmp loc_100003EC1  | * | mov rax, [rbp+var_50] ",xcode,1
"loc_100003EB6:   | * | mov [rbp+var_158], rax ",xcode,1
"mov rax, [rbp+var_50]  | * | loc_100003EC1:  ",xcode,1
"mov [rbp+var_158], rax  | * | mov rax, [rbp+var_158] ",xcode,1
"loc_100003EC1:   | * | mov rax, [rax] ",xcode,1
"mov rax, [rbp+var_158]  | * | mov [rbp+var_A8], rax ",xcode,1
"mov rax, [rax]  | * | loc_100003ED2:  ",xcode,1
"mov [rbp+var_A8], rax  | * | lea rdi, [rbp+var_130] ",xcode,1
"loc_100003ED2:   | * | mov rsi, [rbp+var_A8] ",xcode,1
"lea rdi, [rbp+var_130]  | * | mov rax, [rbp+var_148] ",xcode,1
"mov rsi, [rbp+var_A8]  | * | mov [rbp+var_30], rax ",xcode,1
"mov rax, [rbp+var_148]  | * | mov rcx, [rbp+var_30] ",xcode,1
"mov [rbp+var_30], rax  | * | mov rdx, [rcx+8] ",xcode,1
"mov rcx, [rbp+var_30]  | * | mov rcx, [rcx] ",xcode,1
"mov rdx, [rcx+8]  | * | sub rdx, rcx ",xcode,1
"sub rdx, rcx  | * | mov rcx, [rbp+var_108] ",xcode,1
"sar rdx, 2  | * | call j___ZNSt3__114__split_bufferIiRNS_9allocatorIiEEEC1EmmS3_  ",xcode,1
"mov rcx, [rbp+var_108]  | * | mov rax, [rbp+var_108] ",xcode,1
"call j___ZNSt3__114__split_bufferIiRNS_9allocatorIiEEEC1EmmS3_   | * | mov rcx, [rbp+var_120] ",xcode,1
"mov rax, [rbp+var_108]  | * | mov [rbp+var_28], rcx ",xcode,1
"mov rcx, [rbp+var_120]  | * | mov rcx, [rbp+var_28] ",xcode,1
"mov [rbp+var_28], rcx  | * | mov rdx, [rbp+var_100] ",xcode,1
"mov rcx, [rbp+var_28]  | * | mov [rbp+var_20], rdx ",xcode,1
"mov rdx, [rbp+var_100]  | * | mov rdx, [rbp+var_20] ",xcode,1
"mov [rbp+var_20], rdx  | * | mov [rbp+var_8], rax ",xcode,1
"mov rdx, [rbp+var_20]  | * | mov [rbp+var_10], rcx ",xcode,1
"mov [rbp+var_8], rax  | * | mov [rbp+var_18], rdx ",xcode,1
"mov [rbp+var_10], rcx  | * | mov rax, [rbp+var_10] ",xcode,1
"mov [rbp+var_18], rdx  | * | cmp rax, 0 ",xcode,1
"mov rax, [rbp+var_10]  | * | mov [rbp+var_160], rax ",xcode,1
"cmp rax, 0  | * | jz loc_100003F6E ",xcode,1
"mov [rbp+var_160], rax  | * | mov rax, [rbp+var_160] ",xcode,2
"jz loc_100003F6E  | * | mov rcx, [rbp+var_18] ",xcode,1
"mov rax, [rbp+var_160]  | * | mov edx, [rcx] ",xcode,1
"mov rcx, [rbp+var_18]  | * | mov rcx, [rbp+var_160] ",xcode,1
"mov rcx, [rbp+var_160]  | * | mov [rbp+var_168], rax ",xcode,1
"mov [rcx], edx  | * | loc_100003F6E:  ",xcode,1
"mov [rbp+var_168], rax  | * | mov rax, [rbp+var_120] ",xcode,1
"loc_100003F6E:   | * | add rax, 4 ",xcode,1
"mov rax, [rbp+var_120]  | * | mov [rbp+var_120], rax ",xcode,1
"add rax, 4  | * | lea rsi, [rbp+var_130] ",xcode,1
"mov [rbp+var_120], rax  | * | mov rdi, [rbp+var_148] ",xcode,1
"lea rsi, [rbp+var_130]  | * | call j___ZNSt3__16vectorIiNS_9allocatorIiEEE26__swap_out_circular_bufferERNS_14__split_bufferIiRS2_EE  ",xcode,1
"mov rdi, [rbp+var_148]  | * | jmp $+5 ",xcode,1
call j___ZNSt3__16vectorIiNS_9allocatorIiEEE26__swap_out_circular_bufferERNS_14__split_bufferIiRS2_EE   | * | loc_100003F98:  ,xcode,1
"jmp $+5  | * | lea rdi, [rbp+var_130] ",xcode,1
loc_100003F98:   | * | call j___ZNSt3__114__split_bufferIiRNS_9allocatorIiEEED1Ev  ,xcode,1
"lea rdi, [rbp+var_130]  | * | add rsp, 170h ",xcode,1
call j___ZNSt3__114__split_bufferIiRNS_9allocatorIiEEED1Ev   | * | pop rbp ,xcode,1
"add rsp, 170h  | * | retn ",xcode,1
pop rbp  | * | __ZNSt3__16vectorIiNS_9allocatorIiEEE21__push_back_slow_pathIKiEEvRT_ endp ,xcode,1
"__ZNSt3__16vectorIiNS_9allocatorIiEEE21__push_back_slow_pathIKiEEvRT_ endp  | * | mov [rbp-138h], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp-13Ch], ecx ",xcode,1
"mov [rbp-138h], rax  | * | lea rdi, [rbp-130h] ",xcode,1
"mov [rbp-13Ch], ecx  | * | call j___ZNSt3__114__split_bufferIiRNS_9allocatorIiEEED1Ev  ",xcode,1
"lea rdi, [rbp-130h]  | * | jmp $+5 ",xcode,1
call j___ZNSt3__114__split_bufferIiRNS_9allocatorIiEEED1Ev   | * | loc_100003FCD:  ,xcode,1
loc_100003FCD:   | * | loc_100003FD2:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp-138h] ",xcode,1
loc_100003FD2:   | * | call __Unwind_Resume ,xcode,1
"mov rdi, [rbp-138h]  | * | mov ecx, edx ",xcode,1
"mov ecx, edx  | * | mov [rbp-16Ch], ecx ",xcode,1
"mov [rbp-16Ch], ecx  | * | align 10h ",xcode,1
call ___clang_call_terminate  | * | __ZNSt3__114__split_bufferIiRNS_9allocatorIiEEEC1EmmS3_ proc near ,xcode,1
"push rbp  | * | sub rsp, 20h ",xcode,1
"sub rsp, 20h  | * | mov [rbp+var_10], rsi ",xcode,1
"mov [rbp+var_8], rdi  | * | mov [rbp+var_18], rdx ",xcode,1
"mov [rbp+var_10], rsi  | * | mov [rbp+var_20], rcx ",xcode,1
"mov [rbp+var_18], rdx  | * | mov rdi, [rbp+var_8] ",xcode,1
"mov [rbp+var_20], rcx  | * | mov rsi, [rbp+var_10] ",xcode,1
"mov rdi, [rbp+var_8]  | * | mov rdx, [rbp+var_18] ",xcode,1
"mov rsi, [rbp+var_10]  | * | mov rcx, [rbp+var_20] ",xcode,1
"mov rdx, [rbp+var_18]  | * | call j___ZNSt3__114__split_bufferIiRNS_9allocatorIiEEEC2EmmS3_  ",xcode,1
"mov rcx, [rbp+var_20]  | * | add rsp, 20h ",xcode,1
call j___ZNSt3__114__split_bufferIiRNS_9allocatorIiEEEC2EmmS3_   | * | pop rbp ,xcode,1
"add rsp, 20h  | * | retn ",xcode,1
pop rbp  | * | __ZNSt3__114__split_bufferIiRNS_9allocatorIiEEEC1EmmS3_ endp ,xcode,1
__ZNSt3__114__split_bufferIiRNS_9allocatorIiEEEC1EmmS3_ endp  | * | __ZNSt3__16vectorIiNS_9allocatorIiEEE26__swap_out_circular_bufferERNS_14__split_bufferIiRS2_EE proc near ,xcode,1
"push rbp  | * | sub rsp, 140h ",xcode,1
"mov rbp, rsp  | * | lea rax, [rbp+var_E8] ",xcode,1
"sub rsp, 140h  | * | lea rcx, [rbp+var_88] ",xcode,1
"lea rax, [rbp+var_E8]  | * | lea rdx, [rbp+var_58] ",xcode,1
"lea rcx, [rbp+var_88]  | * | mov r8, 0 ",xcode,1
"lea rdx, [rbp+var_58]  | * | mov [rbp+var_110], rdi ",xcode,1
"mov r8, 0  | * | mov [rbp+var_118], rsi ",xcode,1
"mov [rbp+var_110], rdi  | * | mov rsi, [rbp+var_110] ",xcode,1
"mov [rbp+var_118], rsi  | * | mov rdi, rsi ",xcode,1
"mov rsi, [rbp+var_110]  | * | mov [rbp+var_108], rdi ",xcode,1
"mov rdi, rsi  | * | mov rdi, [rbp+var_108] ",xcode,1
"mov [rbp+var_108], rdi  | * | add rdi, 10h ",xcode,1
"mov rdi, [rbp+var_108]  | * | mov [rbp+var_100], rdi ",xcode,1
"add rdi, 10h  | * | mov rdi, [rbp+var_100] ",xcode,1
"mov [rbp+var_100], rdi  | * | mov [rbp+var_F8], rdi ",xcode,1
"mov rdi, [rbp+var_100]  | * | mov rdi, [rbp+var_F8] ",xcode,1
"mov [rbp+var_F8], rdi  | * | mov r9, [rsi] ",xcode,1
"mov rdi, [rbp+var_F8]  | * | mov r10, [rsi+8] ",xcode,1
"mov r9, [rsi]  | * | mov r11, [rbp+var_118] ",xcode,1
"mov r10, [rsi+8]  | * | add r11, 8 ",xcode,1
"mov r11, [rbp+var_118]  | * | mov [rbp+var_8], rdi ",xcode,1
"add r11, 8  | * | mov [rbp+var_10], r9 ",xcode,1
"mov [rbp+var_8], rdi  | * | mov [rbp+var_18], r10 ",xcode,1
"mov [rbp+var_10], r9  | * | mov [rbp+var_20], r11 ",xcode,1
"mov [rbp+var_18], r10  | * | mov rdi, [rbp+var_18] ",xcode,1
"mov [rbp+var_20], r11  | * | mov r9, [rbp+var_10] ",xcode,1
"mov rdi, [rbp+var_18]  | * | sub rdi, r9 ",xcode,1
"mov r9, [rbp+var_10]  | * | sar rdi, 2 ",xcode,1
"sub rdi, r9  | * | mov [rbp+var_28], rdi ",xcode,1
"sar rdi, 2  | * | mov rdi, [rbp+var_28] ",xcode,1
"mov [rbp+var_28], rdi  | * | mov r9, [rbp+var_20] ",xcode,1
"mov rdi, [rbp+var_28]  | * | mov r10, [r9] ",xcode,1
"mov r9, [rbp+var_20]  | * | sub r8, rdi ",xcode,1
"mov r10, [r9]  | * | shl r8, 2 ",xcode,1
"sub r8, rdi  | * | add r10, r8 ",xcode,1
"shl r8, 2  | * | mov [r9], r10 ",xcode,1
"add r10, r8  | * | mov rdi, [rbp+var_20] ",xcode,1
"mov [r9], r10  | * | mov rdi, [rdi]  ",xcode,1
"mov rdi, [rbp+var_20]  | * | mov r8, [rbp+var_10] ",xcode,1
"mov rdi, [rdi]   | * | mov r9, [rbp+var_28] ",xcode,1
"mov r8, [rbp+var_10]  | * | shl r9, 2 ",xcode,1
"mov r9, [rbp+var_28]  | * | mov [rbp+var_120], rsi ",xcode,1
"shl r9, 2  | * | mov rsi, r8  ",xcode,1
"mov [rbp+var_120], rsi  | * | mov [rbp+var_128], rdx ",xcode,1
"mov rsi, r8   | * | mov rdx, r9  ",xcode,1
"mov [rbp+var_128], rdx  | * | mov [rbp+var_130], rcx ",xcode,1
"mov rdx, r9   | * | mov [rbp+var_138], rax ",xcode,1
"mov [rbp+var_130], rcx  | * | call _memcpy ",xcode,1
"mov [rbp+var_138], rax  | * | mov rax, [rbp+var_120] ",xcode,1
"call _memcpy  | * | mov rcx, [rbp+var_118] ",xcode,1
"mov rax, [rbp+var_120]  | * | add rcx, 8 ",xcode,1
"mov rcx, [rbp+var_118]  | * | mov [rbp+var_48], rax ",xcode,1
"add rcx, 8  | * | mov [rbp+var_50], rcx ",xcode,1
"mov [rbp+var_48], rax  | * | mov rax, [rbp+var_48] ",xcode,1
"mov [rbp+var_50], rcx  | * | mov [rbp+var_40], rax ",xcode,1
"mov rax, [rbp+var_48]  | * | mov rax, [rbp+var_40] ",xcode,1
"mov [rbp+var_40], rax  | * | mov rax, [rax] ",xcode,1
"mov rax, [rbp+var_40]  | * | mov [rbp+var_58], rax ",xcode,1
"mov rax, [rax]  | * | mov rax, [rbp+var_50] ",xcode,1
"mov [rbp+var_58], rax  | * | mov [rbp+var_30], rax ",xcode,1
"mov rax, [rbp+var_50]  | * | mov rax, [rbp+var_30] ",xcode,1
"mov [rbp+var_30], rax  | * | mov rax, [rax] ",xcode,1
"mov rax, [rbp+var_30]  | * | mov rcx, [rbp+var_48] ",xcode,1
"mov rax, [rax]  | * | mov [rcx], rax ",xcode,1
"mov rcx, [rbp+var_48]  | * | mov rax, [rbp+var_128] ",xcode,1
"mov [rcx], rax  | * | mov [rbp+var_38], rax ",xcode,1
"mov rax, [rbp+var_128]  | * | mov rcx, [rbp+var_38] ",xcode,1
"mov [rbp+var_38], rax  | * | mov rcx, [rcx] ",xcode,1
"mov rcx, [rbp+var_38]  | * | mov rdx, [rbp+var_50] ",xcode,1
"mov rcx, [rcx]  | * | mov [rdx], rcx ",xcode,2
"mov rdx, [rbp+var_50]  | * | mov rcx, [rbp+var_120] ",xcode,1
"mov [rdx], rcx  | * | add rcx, 8 ",xcode,1
"mov rcx, [rbp+var_120]  | * | mov rdx, [rbp+var_118] ",xcode,1
"add rcx, 8  | * | add rdx, 10h ",xcode,1
"mov rdx, [rbp+var_118]  | * | mov [rbp+var_78], rcx ",xcode,1
"add rdx, 10h  | * | mov [rbp+var_80], rdx ",xcode,1
"mov [rbp+var_78], rcx  | * | mov rcx, [rbp+var_78] ",xcode,1
"mov [rbp+var_80], rdx  | * | mov [rbp+var_70], rcx ",xcode,1
"mov [rbp+var_70], rcx  | * | mov rcx, [rcx] ",xcode,1
"mov rcx, [rbp+var_70]  | * | mov [rbp+var_88], rcx ",xcode,1
"mov rcx, [rcx]  | * | mov rcx, [rbp+var_80] ",xcode,1
"mov [rbp+var_88], rcx  | * | mov [rbp+var_60], rcx ",xcode,1
"mov rcx, [rbp+var_80]  | * | mov rcx, [rbp+var_60] ",xcode,1
"mov [rbp+var_60], rcx  | * | mov rcx, [rcx] ",xcode,1
"mov rcx, [rbp+var_60]  | * | mov rdx, [rbp+var_78] ",xcode,1
"mov rdx, [rbp+var_78]  | * | mov rcx, [rbp+var_130] ",xcode,1
"mov [rdx], rcx  | * | mov [rbp+var_68], rcx ",xcode,1
"mov rcx, [rbp+var_130]  | * | mov rdx, [rbp+var_68] ",xcode,1
"mov [rbp+var_68], rcx  | * | mov rdx, [rdx] ",xcode,1
"mov rdx, [rbp+var_68]  | * | mov rsi, [rbp+var_80] ",xcode,1
"mov rdx, [rdx]  | * | mov [rsi], rdx ",xcode,2
"mov rsi, [rbp+var_80]  | * | mov rdx, [rbp+var_120] ",xcode,1
"mov [rsi], rdx  | * | mov [rbp+var_A0], rdx ",xcode,1
"mov rdx, [rbp+var_120]  | * | mov rdx, [rbp+var_A0] ",xcode,1
"mov [rbp+var_A0], rdx  | * | add rdx, 10h ",xcode,1
"mov rdx, [rbp+var_A0]  | * | mov [rbp+var_98], rdx ",xcode,1
"add rdx, 10h  | * | mov rdx, [rbp+var_98] ",xcode,1
"mov [rbp+var_98], rdx  | * | mov [rbp+var_90], rdx ",xcode,1
"mov rdx, [rbp+var_98]  | * | mov rdx, [rbp+var_90] ",xcode,1
"mov [rbp+var_90], rdx  | * | mov rsi, [rbp+var_118] ",xcode,1
"mov rdx, [rbp+var_90]  | * | mov [rbp+var_B8], rsi ",xcode,1
"mov rsi, [rbp+var_118]  | * | mov rsi, [rbp+var_B8] ",xcode,1
"mov [rbp+var_B8], rsi  | * | add rsi, 18h ",xcode,1
"mov rsi, [rbp+var_B8]  | * | mov [rbp+var_B0], rsi ",xcode,1
"add rsi, 18h  | * | mov rsi, [rbp+var_B0] ",xcode,1
"mov [rbp+var_A8], rsi  | * | mov [rbp+var_D8], rdx ",xcode,1
"mov rsi, [rbp+var_A8]  | * | mov [rbp+var_E0], rsi ",xcode,1
"mov [rbp+var_D8], rdx  | * | mov rdx, [rbp+var_D8] ",xcode,1
"mov [rbp+var_E0], rsi  | * | mov [rbp+var_D0], rdx ",xcode,1
"mov rdx, [rbp+var_D8]  | * | mov rdx, [rbp+var_D0] ",xcode,1
"mov [rbp+var_D0], rdx  | * | mov rdx, [rdx] ",xcode,1
"mov rdx, [rbp+var_D0]  | * | mov [rbp+var_E8], rdx ",xcode,1
"mov rdx, [rdx]  | * | mov rdx, [rbp+var_E0] ",xcode,1
"mov [rbp+var_E8], rdx  | * | mov [rbp+var_C0], rdx ",xcode,1
